id_tweet,texto,sentimento
859670594111098886,"@pedromtorralba Pedro, pero avisa que arrime mi dulse cú :(",negativo
859001372267737089,Acordou :),positivo
859134867388461058,naju e fernando sao os piores amigos do mundo :(,negativo
860238372190789633,@Lib_Nacional Finis Mundi :),positivo
860330147676909568,@espinosagozado Então :(,negativo
859715090580467712,@BabBorem @projbeliebersb Não pode votar com voto ou com emoji ! Sou fã do justin respeito ele mas votem certo :) obg vcs são uns amores :3,positivo
858879017625235456,Já que a vida tá uma bosta começarei o feriado assistindo ... 50 shades darker :) pra combinar.,positivo
859058350004285440,@evelina_marino Indiscutibilmente :),positivo
859116954195562497,@RaUL_AMDERLAINE Nem Lola aparece :),positivo
859098933112565761,@jessoliveiira eu falei cntg no wpp do baltazar. Acho que vocês me evitaram :(,negativo
860400630657101824,"@arbitriumvivet oooooossa, queria ir :(, mas agora vi tbm q é 5 reais no koch achei q era free, nem vai rola IUAHIUAHIA, tá feia a situação",negativo
859008709418246145,o verão esta a aproximar se mas os exames também :),positivo
860015728006770688,"@Alexlourencco nem vou, ele vai negar :(",negativo
860025462562729986,Muito lindo mas esta foto é minha :) https:t.coA9uikcmxFr,positivo
859158509929324548,@licasvueira eu perdi minha foto dessa a minha beca era verde água :(,negativo
860127590711013380,@YamGnR Dos palabras presta al #*whatever :-),positivo
859082318056747010,que dorzinha fdp é essa que eu tô sentindo :(,negativo
861055113351311362,Essa carinha de choro dela :(,negativo
859217644372807681,@hesaslegend como vc ousa falar um absurdo desses luysy eu sou sua maior fã :(,negativo
860948970364915712,@oddytx O que houve meu amor? :(,negativo
860465736149606401,"@RobertodAlmeid2 Conheço muita gente q não faltou uma boa educação em casa, mas q infelizmente não praticam oq lhes foi ensinado :)",positivo
859088202480726017,@felipeneto vota no BTS para eles ganharem o BBMAs :),positivo
861250316972560385,vamos lá :) o quão mais facha é a filhinha d papá facho q a governanta d brexit n ilha?,positivo
860126589773893634,Se fosse a Bibiana nem no celular eu olhava :( sdds,negativo
859217243405778944,@Lola_1806 @BTS_twt Dia 21 de maio I voted for BTS for TOP SOCIAL ARTIST at the #BBMAs No dia da premiação :) #BTSBBMAs,positivo
859562425716264960,Sem WhatsApp de novo! :(,negativo
859042039811461120,"@palhacodanfl Também tenho 3 sobrinhas :) mas não vi nenhuma nascer... Na verdade nem conheço uma. E, Lasanha?",positivo
860364289282117632,"@thetrouxarmy eu não gosto do JB,mas eu respeito ele e quem gosta dele :) algumas fãs dele são uns amor  #BTSBBMAs",positivo
861304159764701185,@cinzasdeabril que lanches :( poxa vem ca,negativo
860933094957776896,tô chorando com isso :( https:t.condI5x3WY4c,negativo
859836088357199880,A pessoa mais #asksdjjsk :) é a que levo mais tempo seguindo no twitter es @ChapecoenseReal #TuitUtil https:t.couuFa3MPoBN,positivo
860175947277926402,Boa tarde! RT :) agradeço desde já #TimBetaAjudaTimBeta #timBETA #BetaAjudaBeta #projetotimbeta #betaseguebeta #betalab #RumoAoBetaLab y,positivo
860168333605339137,celular não me obedece mais :( só desliga na minha cara esse porro :c  Doze    #BTSBBMAs,negativo
859554303975051264,Pra inveja das amiga. :) https:t.coZxDGIcnP3b,positivo
859119044640854016,Só pra relembrar o Jonhy que o mc Orochi tem Nacional :),positivo
859201054226997248,"Uai, mas os eventos da Blizzard de Overwatch não acabavam na terça??? Ia farmar a madrugada inteira :(",negativo
859228059047735296,que imagem bacana! :) https:t.coGXU007kwSW,positivo
860295198819180544,"@Principe_Leown Pamelor; conversa com seu médico, esse remédio me ajudou muito. :)",positivo
859365270246313984,São mais de 500 motivos para nos visitar! :) https:t.cotIR8qh6hp9,positivo
859529568843124736,@RafaMerz Infelizmente :(,negativo
859817075350568965,".@hiheline não gosto msm, vc n me responde :(",negativo
859315623008116736,"O foda de eu acorda essas hora só pra toma remédio, eu perco o sono :(",negativo
860969834670174208,"eu conheci MUITA gente na fila da pwt rio de janeiro, gente de varios lugares do brasil, mas n peguei tt de ngm :(",negativo
860874214160695297,@montis88 Felicidades! :),positivo
861193652189749250,Bom Dia :) Deus abençoe a todos :*,positivo
861062620664778752,Volviiiii :),positivo
859401498433867776,"@carolguadagnin Mas o dia todo,  tipo prisão, só se eu estiver doente (era o caso)  :)",positivo
859791885522657281,"queria sair de casa hj, porém não vai acontecer :)",positivo
860514996475891712,@srpedro Sonho :),positivo
859742027344465920,a vizinha desligou o wifi ontem de noite kkk :( &gt;&lt;,negativo
860465486605234180,"@ifavkjennie Olá, bom dia! Se precisar de alguma informação ou suporte com os nossos serviços, conte com a gente por aqui! :)",positivo
858994438101753856,Ontem rolou muita emoção no #HoraDoFaro !! Assistiu o programa? :-) ;) https:t.corVfxq4dA20,positivo
859882340717391873,"@renatorusso2017 Na real, não sei! Prefiro esperar. :)",positivo
860637734574084096,tem ciganinha em várias estampas diferentes e com desconto! é só usar o código blusa25 &lt;3 vem escolher a sua :) https:t.cofPFLcPviF6,positivo
860515770794745858,O começo de tudo ainda. Estamos no inicio...  :) se você me pedir pra ficar para sempre com você...,positivo
859216108368404486,eu só queria abraçar minhas meninas e proteger do mundo :( https:t.coIJY7sejnp9,negativo
859949230215090176,"@ligyawoo Ligia, entra nesse link que ele vai te ajudar:  https:t.coDyMCoAjQkx :) *AP",positivo
858947400572035073,@brendelicada tem nao meu pinto é pequenininho :(,negativo
861228556701061120,"vendo esse jogo de vôlei, bateu uma saudade das olimpíadas :(",negativo
859177139605827585,"@shrlckks tercio &lt;333 quem me dera ter tido ied com doutrina dele, tive com miguel reale :(",negativo
859657619673423872,"VOU DORMIR TRISTE, CARA :(",negativo
858946056888995845,masnssnssss enfim entretanto todavia tenho muito tempo pra me recuperar :),positivo
860109248281407488,que :) lindo :),positivo
859773807199965186,Boa dia!! :),positivo
860558945261367296,@golhlho @dizzyas Mais cedo é difícil pra mim :( só chego 17h30. Você tem aula depois?,negativo
859099725404012545,Ver a minha menina nas marchas :) chega :),positivo
858794658692026368,"@nthnsk @kalilcf achei que cê ia pra pg só amanhã, tudo bem eu entendo o preço da passagem é osso :( fica pelo skyp https:t.coTi2znZDih7",negativo
859113415553503232,@momocional e eu queria poder te dar de verdade :(,negativo
860130410709364736,Que bom :)  :) https:t.codnISq3uol6,positivo
860021466011664385,alguém que voc queira ficar ??  não posso citar nome :( https:t.coNaMGCZhd0I,negativo
860818036193988608,"tô sonhando com músculos, pqp :(",negativo
860441040339206144,Muito menos começar :(,negativo
859168161828147200,Vai ter fotografo SIM :),positivo
860299900092903425,"Oi @, vamo :) https:t.coDtomu4aLwP",positivo
860526071002923008,"@HenrikeRocker Desculpa, não queria você triste abrindo o extrato e vendo que o salário não caiu :(",negativo
859209718891511809,"@danigalvaoc Da uma passadinha no médico Dani e melhoras pra vc, rapidinho vc se recupera :)",positivo
859384189183033346,ja acordo votando :) pra quem passava madrugadas acordada pra votar no 1d e ainda ir pra escola isso e facil :),positivo
860139817119752193,"Queria, mas não vou :( https:t.coCMqJLsnY8T",negativo
859081087200485377,dores nas coxas :(,negativo
860630889365209089,@mluisrt n mintas fofa :),positivo
859148521534103553,@KessyPleini também :(,negativo
859284887764971520,"@hopebrilhou mas antes, vamos ser amiguinhas ? :)",positivo
859936033596739584,dei fav eu burra rafoila :) https:t.co1guoH2oUIc,positivo
860088471041392641,o :) o :) n :) a :) m :) a :) n :) https:t.coouGiOeR54G,positivo
859632462183497728,@AiorosRodrigues Então fique a vontade pra pular! :),positivo
860322379939151873,eu tô tão de bem comigo que nada vai me afetar nada mesmo!! :) s2,positivo
860640311135137792,#vamosvalerianosisepuede  #juegobarrios  Valeriano vs nacis fc :),positivo
860564200804024324,"e é isso aí, vida que segue :)",positivo
859098106507530241,A Concha já não gosta de mim :(,negativo
860093112034750464,Peguei carona com a minha mãe e tocou  Simple Man na rádio. Fui traduzindo a música enquanto tocava. Chorei :(,negativo
860014949585780740,Vou dormir ouvindo Mallu que é pra ver se esse coração esquenta um pouquinho :(,negativo
858846978737938432,@fabiana150416 @_JBieber_ismine Não me identifiquem :),positivo
860567755577315332,Sdds meu neném sdds :),positivo
860168679849328640,af eu amo tanto a laura :(,negativo
859002490037166081,"Eu marquei de sair com a kika é os meus pais decidiram, à última da hora, dizer-me que não posso. Eu adoro a minha vida :)",positivo
859301450849103872,"Não tem jardim? Não faz mal, medite ao som da sua Record Fm. Bom dia ! :)  Ana Grova https:t.coN5VUiCVdfW",positivo
858893021953351680,Eu vou dormir pra carregar a bateria 100% do corpo e do celular pras 13h tá tudo ok :)#FANDOMSFORBTS,positivo
860186101532721154,Quero ir no kevinho dia 20 :(,negativo
859744979006222337,Parabéns a todos nossos colaboradores pelo Dia do Trabalho! :) https:t.coRnLr537csh,positivo
860845008647323648,"És um bocado de comer gajas não és?  Nem por isso, até porque se quisesse nem conseguia :( https:t.coRCaj0aPiM9",negativo
858934703507865601,"Muito bom o filme Drama Interiores 1978,filmes antigos são muito bons passem mais.:) @RedeGlobo @canalviva @CanalUniversal #WoodyAllenNoCine",positivo
860183657050460161,não esqueçam de fazer stream no youtube e spotify :) I vote for @BTS_twt for the Top Social Artist Awards #BTSBBMAs BOGO SIPDA,positivo
860445173544878080,"@adiar_os_dias No fim, não queria que terminasse :)",positivo
860835540500979712,"A Dabylla tem tenta sorte crl , foi comprar cerveja na SA deu uma nota de 20 e recebeu a cerveja e 32 de troco :)",positivo
859623021442682881,@souzxs Mas nem sou :(,negativo
860458513243484160,Decepcionado de não ter conseguido passar pra EAM :(,negativo
860211740113604614,Meu best nem me responde :(,negativo
859749614945173504,olha o Mr Stephen King está de volta :-) https:t.coRfCdfPr4lY,positivo
859236962686914565,"Vou começar a mandar na dm para não gerar conflito, esse não é e nunca vai ser o objetivo da conta :)",positivo
860920166632259584,pprt meu macarrão ficou muito bom :(,negativo
861014265473490944,Eu queria dms ir pra essa alakazam :(,negativo
860577300651417600,"Parabéns Li Paulinha, você ganhou a promoção!!! Entre em contato com a gente por inbox para mais detalhes :) https:t.cojnRu58y4kD",positivo
859729001925013504,"@misscaviar Uau, boleira. :)",positivo
858946240473698304,:( quero esquecer... essas coisas pequenas machucam e muito.,negativo
859726939740942336,Café com Sertillanges :) @ Casa Maria Auxílio Dos Cristão https:t.coT5qd6yujHx,positivo
859201545719746560,"@joaoggsousa até amanhã, fico à espera da minha chiclete do costume :) &lt;3",positivo
859113926944067584,foo :) : 266c5d36-c053-4885-99a4-774baae2a7f6,positivo
858991928960069633,e ela sempre fica tão perdida dessa vez ela ficou parada no meio da cozinha olhando pro nada :(,negativo
859712571720560640,Um excelente dia :) E coisas boas virão...deixe sua mente fluir!!  ;)  https:t.co7Pgy5EaFPL,positivo
861027056523653122,"não sei o que dizer sobre 13rw, apenas: o Alex não :(",negativo
858814051954167809,e quem nao me der parabens vai levar unf :),positivo
860334539276771328,"@YonduSP Era lindissima, agora nao sei mais, ainda deve ser uma Coroa bebem bonita :)",positivo
859763699866902528,@MmeDeCleves Besucos :)  #tupuedes #ysinopuedesllama,positivo
858916363842224129,eu dou mais :) https:t.coaDXP2JPYjU,positivo
860377277250641920,:( que saudade dos meus doguinhos :(,negativo
860482838835200001,Queria ir pro chininha e príncipe  :(,negativo
859666129169522688,Sorte é o resultado de trabalho duro e preparação. Mantenha-se hidratado ao longo do dia. Antes =&gt; :( ... Depois... https:t.coeNNfhOireT,negativo
860238393858555905,Fiquei com vontade de jogar MOBA. Aí comecei a ver as imagens e desisti :),positivo
859333454332391425,Eu não quero Ir pra aula :( :( :(   I Vote for @BTS_twt for the Top Social Artist Award #BBMAs and #BTSBBMAs,negativo
860001799666896896,"@AndreuMendez Bon dia, Andreu! Som-hi! :)",positivo
859088356520624128,@TuberNetwork @SrHeroOficial @androideira_br @RenanPlayBR_ @yBlackPE @PlayerEvilGamer Eu já tô doando :(,negativo
860857664464617474,queria comprar r6 :(,negativo
859106264336433158,@parcatoteu nu e pe banca. :),positivo
859048110710042624,@kristinem5. @ArturAnjos Olá os teus estão equipados ? :),positivo
860617680495267841,@MoraesCarolline eu tb :(,negativo
859751995581878272,"Qd n tem nada pra fazer no trabalho, q q tu faz? Pega referências profissionais projeto né :)",positivo
860620533184049152,@pudimparfait entendi :( isso de n ter forma eu acho que dá pra talvez tentar passar um mousse pra dar volume? mas https:t.co4ne0yWPdUZ,negativo
859606656799436802,@WanessaDomingos tava vomitando demais amiga :(,negativo
860196846588706816,bar :( : 4c49f955-1862-433a-9123-41e7a07ebd89,negativo
859695834350456832,Olha 2 anos.... :),positivo
860436584663044096,"@diogomgcruz Ui, ao tempo que já peguei nisso :)",positivo
860937407310516226,@Dioh_Medeiros vc ainda gosta da novela rock story? E do casal zacsmin? Desculpa a pergunta vou entender se vc  quiser responder ta :),positivo
859856436574158853,@SrMysth Uhuuuuu tô aguardando!:),positivo
860260669693857793,não acredito que ele tirou a opção de comentários porque sabia que as pessoas iam falar merda :(,negativo
860078079955304448,"@_claudiias Ah nem posso. Eu queria, maaaaas... Ele tem namorada :(",negativo
859034646956433409,eu só precisava que essa semana alguém que fosse no shopping de Franca olhasse se tem lá :(,negativo
860082603889750016,@Ruivadetroia :( espero q fique tudo bem lary Manda um bj pra sua mãe,negativo
859624968883253249,"@maria_nazario KKKKKKKK,eu sempre falo certo. Depende de você entender ou não. :)",positivo
860260205212381184,Será que Caleb Rivers sabe a sorte que tem por ter um mulherão daquele? :) https:t.coLtoLcvdUzy,positivo
861085251157860353,Meus amigos novos tudo namorando :(,negativo
860022048093024257,"Fernanda eh um amor, amo essa grta :(",negativo
860783464890732544,Ja acordei :),positivo
859737396149186560,"Eu tava no bus pra Mussurunga, vi o Aeroporto atrás, desci do Mussurunga e o Aeroporto não parou no ponto :)",positivo
859201869545177094,Kim sem Kanie e tao buchecha sem claudinho :(,negativo
858820415808032769,Do jeitinho que ela sonhou :) https:t.coDSV31wlc6d,positivo
860954973017964545,Quero festas e concertos t farta d escola e responsabilidades :(,negativo
860888845541310465,"Hoje eu tô good vibes, pfvr migos, colaborem cmg pra permanecer assim :)",positivo
860489599142985729,@FlorzinhaDaCah Voltei :),positivo
860586417239584768,"Meu corpo tá tão destruído, tô muito fraca :(",negativo
859640384565202944,"Se eu me amo, então por que você não me ama? Em? Eu sou amável.. :)",positivo
860360823801303040,"@ITSNOSTALGIA ai nem fala cara :( todo mundo sempre mora tão longe, as possibilidades de encontrar são quase nulas",negativo
859914458365403136,não creio que meu irmão vai embora de novo :(,negativo
860970428814303233,queria tanto um curso  de inglês  :(,negativo
859930994933104640,RT se você ama esse sorriso :)  #JustinBBMAs   Lembra? 1 RT = 1 voto https:t.coKEqQW0OSb2,positivo
860124582040268800,@giuxscrx87 Vou testar um aqui aí vejo esse... Valeu comadre :),positivo
861050350911987712,Posso te bj ?? ;):P&gt;:),positivo
859197405895512064,@biaimoral https:t.coqhQjk1QLl4 Aqui! Faz uma conta e vai rapidinho! :),positivo
860199555849224192,@bxgminhee TE VOA LLEGAR AL DM :),positivo
859085755691532289,scheila deixou saudades em torre de babel :( (era a...  nem lembrava dessa who hahaha https:t.cosfGiabl80N,negativo
858888562724536321,"@robolol1 to passando mal em, tu e um deus mlk :) otima campanha parabéns",positivo
860560715668705280,"@renanwrios Eu também adoro, mas às vezes não vale a pena. Infelizmente tem gente que não consegue pensar diferente :(",negativo
860518757990625281,Oi povo do Twitter. :),positivo
859768496389058567,Sophia Abrahão - O Bom É Que Passa #QueroNoTVZ :),positivo
861025854096375809,voce invadiu meu rádio &gt;:(,negativo
860441356099096576,"@gabialvesk Nossa, miga, melhoras :( minha mãe tem também, quando ataca a bichinha sofre",negativo
859220943624916993,Logo domingo vai ter Afromix afff :( podia ser no outro fim de semana,negativo
860904401975857152,n sei se ela vem mais não :(,negativo
859406577043996673,"depois ele disse que era brincadeira, amanhã eu mato ele :)",positivo
859930326541500416,por isso tento ficar feliz mesmo triste :),positivo
859786437360840704,Preciso parar de me alimentar mal de novo aff :(,negativo
859365194832764928,@pfl1976 Foi-me garantido que não seria assim :),positivo
860818898127474689,@244Ruma ava ig max diganti kk :),positivo
859147052290236416,Saudades Abril... :( https:t.coqpWGtbt6jk,negativo
861275127157334017,Apanhei virus no pc :-),positivo
860809937139765249,A espera terminou! :) Vamos aprender a dançar Puíta com a Sónia Araújo e a Jani Gabriel! Hoje à noite na RTP1!... https:t.cogncDtqH8vJ,positivo
860233172444999685,@__indiemess eu topei-te :),positivo
860143292419194881,foo :-) : 70f80495-5c3d-421d-b8e7-309e87df8009,positivo
860314037388808194,a morte da yvonne em pll me deixou acabada igual a morte da zoe em scream  ver o toby e o noah destruídos :(,negativo
859852707477299200,@AGRibeiro_ Tudo o que eu queria :(,negativo
858951567214379008,foo :-) : f04d6ec4-a8a2-49cd-b0af-9ac0de7e9af9,positivo
860214454541332480,@CarinaR86323944 e vai ficar :),positivo
860878059133710336,@giulialegal :( o  truiter n faz sentido sem vc,negativo
859004783952224256,"@FARmayward @MDaleBarber Ok po, no problem :) #MAYWARDCoupleOfTheNight",positivo
860197393068957696,Tadinho :( https:t.co9773w5Abxc,negativo
860921015995686913,@coofycoofy Noffa até diminuiu minhazabilidade e disse q é mió eu ficar na guitarra :(,negativo
859262823574249473,sinto falta de quando o Rafael era meu amigo :(,negativo
859735805773967361,Chega o dia da prova e não tenho nada para apresentar :),positivo
858841648549253120,"maria fernanda dias  Por nome, eu n tô lembrada quem é! :(  https:t.coFTbWgcky3R",negativo
858838728386785282,@larryrritada você me traiu tem que merecer pra me ter de novo :(,negativo
861326049614979072,Inscrevam-se no canal.  Bom vídeo :) https:t.coaGsEomKocb,positivo
860971730176704513,"0206 ta pertinho mores, já sabem o presente que poderão me dar :) https:t.comAKa1WX4DJ",positivo
860506985502056448,"@Sheila_Ceiro @fbbreal Wow!! Amiga, parabéns a tu papi :)",positivo
859116758191484928,"quem entra no meu perfil acha que tenho t.a de anamia, quando na verdade é o oposto desse, só quero controlar o outro t.a :(",negativo
860888420524187649,@persondagaga KKKKKKKKKK Ganhou de mim pela Olivia Pope :( mas pode vir que eu tô pronta,negativo
860843666952400896,sonhei q eu tava em L.A :(,negativo
860254530822324224,Não irei ver as histórias do snap até sábado :),positivo
860075720449699840,Meu Deus q dor de dente :(,negativo
860645523438653441,@tomaz_roger Valeu pelo convite :(,negativo
859340104141352960,Ah mano n kero sair de casa n :(,negativo
861012488837636098,odiei esses dois por três anos :) https:t.coAX27hE0OZ5,positivo
858803253487730689,Vou comer um gelado :),positivo
860881734266744833,"@RuiFrancoSilva Hehe isso é obra, mesmo! ) bem me lembro!! :):)",positivo
859135568239878147,@tiaritzaa Carlos almeida em Gaia :),positivo
859097058917142533,Eu tô muito decepcionada comigo mesma :(,negativo
859280974114414592,@falatucat ficou ruim? :(,negativo
860480759458648066,escolhi uma roupa bonita pra usar hoje &gt; começou a chover muito &gt; meus casacos não combinam com a roupa &gt; :(,negativo
860056587783819264,Queria ir pra escola agora mas lembrei que terminei o ensino médio já :(,negativo
859176876442611712,"Muita calma msm, pq já falta menos d dois meses para os exames :) https:t.coKqyzfDjv0L",positivo
859927331506466816,@leorisadinha com nossa central de atendimento no telefone 10315. Qualquer dúvida é só chamar! :) (33),positivo
859012990506594304,"@CarolinaPeter_ Bom dia, lindeza ! Volto só na quarta :-(",negativo
859035097944780800,É já amanhã! :) Estás oficalmente convidado! #aniversariospaceclubfatima #thepeorth #davidantunes https:t.cokfVhzNCw8D,positivo
859759299802914816,@jnflesch Meu gorillaz :(,negativo
861290578897756160,Agora já sei onde olhar oq tenho pra fazer sem perder :),positivo
860442939226456064,"@094JONGIN awww grr :( disponha amor, como vai?? tudo de boa por ai?",negativo
860235313322618881,@GbrMiT ah não :(,negativo
859419260078219264,"@leandro_rpm Qual é o seu número de pedido, por favor? Fala com a gente por DM! :)",positivo
860515689106427906,Saindo de casa pensando em voltar pra poder ver sense8 :(,negativo
859758286371008512,@Hupsel @maroramos Muito obrigado! No final tudo acabou bem :),positivo
858828425955602432,af quero :( https:t.co3AEtymxubd,negativo
861054090553544704,"Faz tanto tempo que eu não vou na casa da Carol, quero tanto ver o Theo :(",negativo
861023247751671808,Tô no fim do rolê... :( https:t.co1RLCGqkukB,negativo
860146208261754880,@IsabellyAlvesG_ Boom Dia! :),positivo
860097989884432384,Começando meu ano com uma bela dor de estômago :),positivo
859103427808423938,@ComMtPrazer 80? Eu diria 90 :),positivo
860693047272775681,@Nighto e Botafogo :),positivo
859285934788968448,"Morar sozinho no começo até se acostumar é ruim, mas tem suas vantagens, e com o tempo tudo fixa melhor :-)",positivo
860118655337672704,@andrewficunha @AlbertoFrancoX @OBaanaal @ligapfp Eu é que vou acertar :),positivo
860426225482964992,@rafaacrush @leonor_sl10 @callmesantos_9 @mantorras1227 @xxxmyaa fg desculpa :(,negativo
859121842518360064,Ainda bem que a semana é mais curta. Quero sábado logo :),positivo
860428666207170560,"@dcaramujo yhup, e eu não posso ir porque tenho um teste :-)",positivo
860818328369192960,amor de toda minha existência :( meu anjinho na mais precioso!!!!! https:t.coujDbVAakWs,negativo
859381387765395456,@Erizzlemynizzl Quem será????? :),positivo
861033699420360704,"Boa noite, vou sofrer por Larry e Evak :)",positivo
860060380181266432,"Bom dia, uma feliz quinta-feira a todos!  :)  Boker Tov chevre!",positivo
861043341936529409,@telmachristiane @aflaviaclaudia :p Tenho mta vontade de experimentar Jambu :),positivo
860440089922596865,Eu em todos os lugares :) https:t.covN0fB4pMh1,positivo
860841794610876418,"Vou trabalhar, bjão :-)",positivo
859097124042153984,@namjinshy @BangtanMozao sim amr. vai no meu perfil e vê lá :),positivo
860865563186388992,Tem foto nova na nossa página! Oba! :) https:t.co4N36b5xHbB,positivo
860469616258232320,"@laisdobbss fui :( eu n sei o nome da praça, mas é aquela toda branca que fica quase na frente do plaza",negativo
859204453177622528,tenho ciúmes da Talita sim :(,negativo
858889657127510020,"Se der tudo, tudo certo daqui 40 dias estarei de férias... Isso me da forças pra continuar :)",positivo
860404292842393601,"@samuelarruda098 Com certeza !! Semana passada encontrei o Sergio Reis em Goiânia no aeroporto após um show, outro gigante da música  :)",positivo
859389975695110145,Mais um saque em Bitcoins. :) https:t.cozPTJQ03uPm https:t.connGewVQTEq,positivo
860670057881505793,Fiquem a vontade pra discutir e dar suas opiniões. Só lembro aos amigos que números de anéis não são tudo. Tem que analisar o contexto. :),positivo
860605427121360896,"@brunofoster GL chefia, ficha neles :)",positivo
858967352267993089,@brunoclash_ BRUNO COLA AQUI EM PORTUGAL :(,negativo
860543600555413505,@GiMaiaTavares q foi bb :(,negativo
861268930597408771,Ela não deixou :(,negativo
858941964653408258,"@lmjpuss Amei suas perguntas, respondi todas haha vou até seguir aqui! :)",positivo
860264083882430464,"@coringadosgames É isso aí que reportei. Se souber resolver, sou todo ouvidos :)",positivo
859173608140279808,"@OblivionHell Tbm amo, mas nunca tive :(",negativo
860481459198595073,Para emoldurar e colocar na porta de toda agência. :) https:t.coL0NPkAPenH,positivo
860933179817025536,Eu só queria que uma coisa aí desse certo :(,negativo
860107007633829888,ela achou a mina aaaaahh já tô shippando :) https:t.coOT2aBJbHHB,positivo
859116539399819265,@millsftjustin seguindo :),positivo
859578102573346816,@ohshownu eh mto amor :( te amo,negativo
860861866549141504,@LindemannJesss Kkk que bom :),positivo
859187056559501317,ta meio ze droguinha com esse efeito ??? mas a carinha de sono do bebe ele coçando o olho :(,negativo
859728423970680833,Você sabe que o dia vai ser bom quando ele já começa com seu pai lhe falando pra ir morrer. :),positivo
860610210611830785,"Faça com o Messias Mikaelson que já garantiu seu Combo para o evento FAMS  :) Individual R$ 15,00 Combo R$ 25,00... https:t.cocM0ZbYz7BX",positivo
859247491950182400,Minha mãe vai viajar e não vou poder ir junto :(,negativo
860289342769696770,"@sandrinhofieira Nada não, cunha :) &lt;3 *-*",positivo
860515182426165249,@ChauzNieto Queria ser ela :),positivo
860982016141078529,@70sbritishrock so o vinil?? ai poxa :(,negativo
861212101066579968,vocês estão ouvindo meus gritos???? aaaaa que bebêzinho mais lindinho :( https:t.courRN0iRwYD,negativo
860771320048627712,Bom dia :) A utilização correta da nossa inteligência e conhecimento consiste em provocar mudanças de dentro para... https:t.cobbAZZMbksA,positivo
860849618057388036,OBS: Nao precisa ser donointegrante pra colocar a team na batalha. Se vc for fã dela e quiser ver ela na batalha é so falar aqui :),positivo
